ID,Nome,Idade,Gênero,Estado,Departamento,Salário,Data_Contratação,Produto,Vendas_Mensais
1544,Quésia,62,M,SP,Financeiro,"R$ 8.404,26",2021-04-07,Produto D,122
1545,Laura,51,M,MG,Financeiro,"R$ 13.426,54",2019-04-28,Produto B,248
1546,Natália,60,F,GO,RH,"R$ 6.625,23",2015-09-12,Produto A,46
1547,Ana,35,F,GO,RH,"R$ 9.132,23",2018-07-27,Produto A,230
1548,Sofia,37,M,SP,Comercial,"R$ 8.605,49",2021-05-30,Produto C,265
1549,Daniela,54,M,BA,Marketing,"R$ 2.426,05",2021-12-06,Produto D,259
1550,Tiago,33,F,SC,Financeiro,"R$ 5.511,08",2018-12-23,Produto C,264
1551,Igor,59,M,PE,RH,"R$ 13.270,15",2016-04-25,Produto B,170
1552,Kaique,63,F,RS,Financeiro,"R$ 9.869,61",2021-01-31,Produto C,54
1553,Ricardo,61,M,GO,TI,"R$ 12.170,35",2021-08-10,Produto D,287
1554,Fernanda,33,F,GO,Financeiro,"R$ 2.549,85",2018-11-29,Produto A,40
1555,Julia,58,F,PR,Marketing,"R$ 11.218,47",2020-01-15,Produto A,82
1556,Helena,60,M,ES,Operações,"R$ 6.139,29",2024-02-09,Produto B,255
1557,Igor,52,F,RS,TI,"R$ 12.084,47",2020-10-08,Produto D,178
1558,Paula,38,M,MG,Operações,"R$ 4.520,29",2024-07-23,Produto B,33
1559,Marcos,49,F,PE,Marketing,"R$ 7.453,67",2017-03-05,Produto B,40
1560,Fernanda,48,M,MG,Operações,"R$ 13.275,43",2018-05-04,Produto D,140
1561,Sofia,60,M,RS,Operações,"R$ 14.483,42",2018-02-21,Produto A,170
1562,Daniela,45,M,PE,TI,"R$ 8.898,45",2024-03-02,Produto D,117
1563,Carlos,20,F,PE,Marketing,"R$ 11.073,51",2021-08-03,Produto C,117
1564,Marcos,65,M,RS,RH,"R$ 7.369,15",2023-04-14,Produto A,164
1565,Tiago,52,M,BA,Marketing,"R$ 7.716,09",2018-03-30,Produto C,182
1566,Otávio,24,M,PE,Marketing,"R$ 5.414,12",2024-01-04,Produto B,121
1567,Paula,30,F,BA,RH,"R$ 9.625,68",2018-02-04,Produto D,175
1568,Gabriel,49,M,GO,RH,"R$ 8.807,44",2018-06-29,Produto A,16
1569,Tiago,56,F,ES,Financeiro,"R$ 9.490,92",2024-10-13,Produto C,22
1570,Kaique,47,M,BA,TI,"R$ 5.177,24",2020-02-25,Produto A,186
1571,Natália,28,M,BA,Marketing,"R$ 6.782,72",2018-02-24,Produto A,41
1572,Helena,64,M,PR,Marketing,"R$ 2.357,42",2021-10-26,Produto D,165
1573,Eduardo,53,F,GO,Financeiro,"R$ 4.067,40",2024-12-16,Produto B,64
1574,Sofia,30,F,ES,Comercial,"R$ 11.560,02",2015-04-07,Produto C,268
1575,Eduardo,35,M,SP,Operações,"R$ 4.631,29",2021-01-31,Produto B,270
1576,Bruno,55,M,PR,Operações,"R$ 14.909,99",2019-05-05,Produto D,58
1577,Natália,64,M,GO,Operações,"R$ 3.464,03",2015-07-21,Produto D,132
1578,Helena,21,M,RJ,Operações,"R$ 11.968,68",2020-07-20,Produto D,103
1579,Quésia,46,F,PE,Operações,"R$ 13.349,14",2018-04-11,Produto A,286
1580,Quésia,37,M,PE,TI,"R$ 13.767,61",2022-04-22,Produto A,263
1581,Eduardo,46,M,ES,Financeiro,"R$ 14.081,89",2016-06-08,Produto A,251
1582,Kaique,63,M,PE,Financeiro,"R$ 3.182,33",2015-05-09,Produto C,217
1583,Eduardo,59,M,SP,TI,"R$ 3.634,79",2016-02-12,Produto B,134
1584,Sofia,63,F,BA,TI,"R$ 4.354,06",2015-11-12,Produto A,151
1585,Daniela,51,F,ES,Financeiro,"R$ 7.995,78",2015-12-01,Produto A,19
1586,Helena,23,M,RS,TI,"R$ 6.393,72",2017-08-23,Produto C,160
1587,Bruno,50,F,SC,Marketing,"R$ 11.678,05",2020-11-06,Produto B,162
1588,Paula,28,M,ES,Financeiro,"R$ 10.095,07",2016-06-23,Produto A,197
1589,Natália,63,M,RS,RH,"R$ 8.612,34",2016-10-27,Produto C,3
1590,Paula,57,M,PE,Marketing,"R$ 9.669,82",2023-08-15,Produto A,35
1591,Julia,23,F,MG,Financeiro,"R$ 2.315,80",2024-12-13,Produto C,210
1592,Fernanda,54,M,RJ,Financeiro,"R$ 5.355,97",2024-07-06,Produto A,276
1593,Ana,61,M,SC,Financeiro,"R$ 12.810,18",2019-01-12,Produto D,179
1594,Sofia,27,M,GO,Comercial,"R$ 9.649,20",2018-06-24,Produto A,97
1595,Fernanda,45,F,SC,Comercial,"R$ 12.189,74",2019-06-17,Produto B,270
1596,Natália,57,M,MG,RH,"R$ 11.138,87",2020-01-16,Produto C,175
1597,Tiago,46,M,GO,Financeiro,"R$ 14.954,40",2021-03-22,Produto D,69
1598,Paula,49,F,BA,TI,"R$ 4.530,82",2023-03-22,Produto C,97
1599,Fernanda,33,M,PR,TI,"R$ 7.443,79",2022-01-18,Produto D,108
1600,Helena,52,F,ES,Marketing,"R$ 9.373,23",2017-09-05,Produto C,61
1601,Kaique,65,M,PE,TI,"R$ 14.005,55",2023-09-19,Produto D,154
1602,Sofia,46,F,SP,Financeiro,"R$ 11.177,39",2016-06-28,Produto C,227
1603,Quésia,33,F,MG,Marketing,"R$ 4.314,60",2024-12-05,Produto A,192
1604,Igor,28,M,PR,TI,"R$ 13.469,47",2022-03-04,Produto B,20
1605,Quésia,56,M,SC,Financeiro,"R$ 3.162,44",2024-09-21,Produto C,241
1606,Kaique,46,M,GO,Financeiro,"R$ 11.285,89",2021-03-17,Produto B,286
1607,Tiago,65,F,SP,Comercial,"R$ 8.638,48",2023-05-16,Produto A,266
1608,Kaique,60,M,ES,Financeiro,"R$ 9.458,30",2015-06-13,Produto B,250
1609,Igor,23,M,BA,RH,"R$ 2.184,22",2021-03-05,Produto B,189
1610,Eduardo,28,M,ES,RH,"R$ 11.655,65",2015-11-09,Produto B,274
1611,Carlos,24,M,SP,TI,"R$ 11.856,43",2019-09-11,Produto D,132
1612,Fernanda,53,M,SC,Comercial,"R$ 11.508,48",2017-08-13,Produto C,186
1613,Daniela,62,F,PR,Comercial,"R$ 12.915,06",2017-07-26,Produto D,211
1614,Laura,61,M,BA,Comercial,"R$ 5.235,46",2016-03-28,Produto B,262
1615,Julia,65,F,MG,RH,"R$ 5.334,07",2023-12-19,Produto C,298
1616,Ricardo,23,F,SP,Financeiro,"R$ 13.074,58",2015-08-22,Produto A,171
1617,Igor,63,M,RJ,Financeiro,"R$ 10.988,54",2022-09-28,Produto C,292
1618,Julia,43,F,GO,RH,"R$ 4.772,54",2023-10-05,Produto A,246
1619,Paula,34,M,PR,TI,"R$ 5.425,44",2023-05-05,Produto A,12
1620,Igor,55,F,SC,RH,"R$ 5.615,13",2018-04-25,Produto C,166
1621,Paula,51,M,RJ,Operações,"R$ 7.216,89",2018-11-13,Produto D,190
1622,Paula,45,F,PR,Comercial,"R$ 2.199,05",2017-08-20,Produto C,248
1623,Gabriel,61,F,BA,Marketing,"R$ 9.398,15",2017-07-14,Produto C,171
1624,Daniela,26,M,SC,TI,"R$ 3.484,29",2020-11-28,Produto A,31
1625,Ana,40,F,MG,TI,"R$ 5.698,52",2023-06-15,Produto A,278
1626,Tiago,43,M,SC,Marketing,"R$ 5.306,97",2023-10-10,Produto C,239
1627,Paula,26,F,PE,Marketing,"R$ 5.470,83",2024-05-16,Produto D,56
1628,Otávio,33,F,ES,Marketing,"R$ 13.568,27",2024-04-25,Produto A,118
1629,Tiago,30,M,SP,Financeiro,"R$ 5.583,14",2022-01-22,Produto C,62
1630,Laura,29,M,SP,TI,"R$ 14.141,37",2024-01-16,Produto D,53
1631,Kaique,19,M,PE,Operações,"R$ 11.026,12",2021-01-16,Produto B,221
1632,Kaique,38,F,SP,TI,"R$ 4.745,22",2019-12-16,Produto D,282
1633,Carlos,38,M,SP,TI,"R$ 2.427,89",2022-12-30,Produto C,25
1634,Daniela,38,M,SC,RH,"R$ 12.299,36",2024-06-19,Produto D,58
1635,Gabriel,34,F,BA,Financeiro,"R$ 3.720,78",2021-12-31,Produto D,286
1636,Igor,63,M,RS,Financeiro,"R$ 8.258,80",2021-02-24,Produto B,283
1637,Bruno,24,F,RJ,Financeiro,"R$ 3.076,35",2018-06-12,Produto C,268
1638,Sofia,64,M,BA,TI,"R$ 14.627,06",2024-09-17,Produto A,132
1639,Daniela,54,F,SP,Operações,"R$ 5.206,04",2018-12-20,Produto A,19
1640,Marcos,42,M,SP,Comercial,"R$ 4.923,05",2020-03-12,Produto B,0
1641,Paula,23,M,RS,Marketing,"R$ 4.293,06",2024-08-11,Produto B,26
1642,Carlos,32,M,BA,Marketing,"R$ 12.617,26",2018-05-17,Produto A,147
1643,Helena,37,F,BA,Financeiro,"R$ 11.541,09",2015-04-30,Produto B,180
1644,Julia,37,M,RJ,TI,"R$ 7.667,78",2016-04-24,Produto A,220
1645,Eduardo,49,M,BA,RH,"R$ 14.185,84",2022-04-19,Produto C,219
1646,Otávio,48,M,SC,Financeiro,"R$ 6.671,60",2020-08-31,Produto B,3
1647,Helena,63,M,ES,Comercial,"R$ 4.280,14",2020-10-18,Produto C,272
1648,Ana,61,M,RJ,Comercial,"R$ 8.739,50",2018-01-30,Produto D,239
1649,Kaique,19,M,GO,Operações,"R$ 6.790,05",2015-04-04,Produto D,99
1650,Natália,55,M,SP,Operações,"R$ 2.560,48",2024-08-13,Produto A,195
1651,Laura,33,M,RS,Comercial,"R$ 8.291,52",2018-01-30,Produto C,101
1652,Quésia,20,M,SP,Operações,"R$ 3.817,28",2020-07-24,Produto A,68
1653,Helena,59,M,GO,Comercial,"R$ 10.157,44",2020-01-28,Produto B,141
1654,Julia,26,M,PE,Operações,"R$ 4.719,58",2020-06-17,Produto B,132
1655,Julia,39,F,SP,Marketing,"R$ 13.858,89",2020-11-04,Produto C,41
1656,Quésia,49,M,PR,Financeiro,"R$ 14.148,79",2024-01-29,Produto B,12
1657,Gabriel,45,M,GO,RH,"R$ 8.984,47",2015-01-03,Produto A,36
1658,Laura,31,M,PE,RH,"R$ 2.996,24",2019-09-16,Produto D,160
1659,Carlos,32,F,SC,Marketing,"R$ 4.038,99",2017-02-19,Produto C,169
1660,Kaique,57,F,PR,Financeiro,"R$ 9.326,54",2020-03-27,Produto C,148
1661,Marcos,49,F,PR,RH,"R$ 10.479,89",2015-06-21,Produto D,266
1662,Otávio,44,F,RS,Operações,"R$ 8.468,66",2020-02-28,Produto B,151
1663,Ana,31,F,MG,Operações,"R$ 3.510,58",2020-12-29,Produto C,28
1664,Quésia,25,F,MG,Financeiro,"R$ 5.440,76",2015-06-26,Produto C,175
1665,Tiago,33,F,BA,TI,"R$ 12.639,95",2019-09-18,Produto D,293
1666,Kaique,38,F,ES,RH,"R$ 4.903,39",2020-06-29,Produto A,187
1667,Paula,55,F,PR,Operações,"R$ 2.842,89",2021-03-12,Produto D,252
1668,Marcos,52,M,BA,RH,"R$ 12.231,50",2016-01-04,Produto D,125
1669,Daniela,48,F,MG,RH,"R$ 11.264,49",2018-03-21,Produto B,95
1670,Gabriel,49,M,BA,TI,"R$ 10.574,77",2016-03-27,Produto D,167
1671,Julia,41,F,SC,Marketing,"R$ 8.421,85",2019-07-23,Produto D,300
1672,Paula,34,F,RJ,RH,"R$ 13.336,02",2023-09-28,Produto B,120
1673,Quésia,54,M,RJ,Comercial,"R$ 7.630,12",2016-08-24,Produto D,127
1674,Tiago,58,F,BA,RH,"R$ 5.715,15",2023-01-12,Produto D,216
1675,Daniela,37,M,PR,Operações,"R$ 14.957,67",2015-12-20,Produto D,137
1676,Laura,31,F,MG,RH,"R$ 5.207,06",2021-04-07,Produto B,172
1677,Ricardo,33,M,BA,Comercial,"R$ 14.267,99",2022-02-14,Produto D,29
1678,Fernanda,42,M,GO,Comercial,"R$ 6.001,73",2021-01-31,Produto A,131
1679,Igor,53,M,ES,Financeiro,"R$ 10.981,28",2021-11-30,Produto D,278
1680,Marcos,64,M,RJ,RH,"R$ 4.545,23",2015-05-29,Produto B,210
1681,Kaique,20,F,BA,RH,"R$ 3.069,09",2020-11-23,Produto A,269
1682,Helena,57,M,PE,Comercial,"R$ 7.805,47",2016-09-02,Produto B,64
1683,Gabriel,18,F,PR,Comercial,"R$ 11.077,24",2019-10-23,Produto B,202
1684,Ricardo,40,F,SP,Operações,"R$ 5.274,58",2017-02-09,Produto C,239
1685,Laura,58,F,SP,RH,"R$ 7.591,43",2015-03-13,Produto B,114
1686,Laura,22,M,PR,RH,"R$ 2.374,90",2015-12-13,Produto D,275
1687,Fernanda,64,M,SP,Marketing,"R$ 13.036,62",2024-08-18,Produto A,74
1688,Fernanda,42,F,BA,RH,"R$ 3.455,22",2021-08-07,Produto A,192
1689,Quésia,59,F,ES,Financeiro,"R$ 8.011,98",2022-08-22,Produto A,15
1690,Quésia,57,M,PE,Financeiro,"R$ 9.850,22",2018-07-02,Produto B,165
1691,Paula,18,F,RS,Marketing,"R$ 9.445,42",2023-06-12,Produto D,47
1692,Tiago,38,M,ES,Marketing,"R$ 4.428,54",2019-08-29,Produto B,155
1693,Paula,21,M,RS,Comercial,"R$ 12.902,51",2024-05-17,Produto B,163
1694,Quésia,51,F,PR,Operações,"R$ 4.951,05",2023-11-17,Produto C,128
1695,Sofia,25,F,RS,Comercial,"R$ 12.520,00",2024-01-25,Produto D,245
1696,Carlos,62,F,PR,Marketing,"R$ 4.091,71",2016-01-12,Produto C,291
1697,Otávio,35,M,ES,RH,"R$ 9.684,68",2020-11-19,Produto A,102
1698,Helena,36,M,PE,TI,"R$ 8.106,38",2019-04-12,Produto A,66
1699,Ricardo,51,M,PE,Marketing,"R$ 4.805,87",2016-05-04,Produto D,298
1700,Carlos,22,F,GO,Operações,"R$ 6.148,61",2021-09-28,Produto D,6
1701,Paula,48,M,PR,Operações,"R$ 3.006,03",2020-06-29,Produto D,41
1702,Laura,24,M,PE,RH,"R$ 11.559,93",2023-08-23,Produto A,238
1703,Natália,48,F,BA,Marketing,"R$ 11.572,24",2016-08-14,Produto D,50
1704,Julia,34,F,ES,Financeiro,"R$ 6.628,24",2015-07-07,Produto A,91
1705,Bruno,40,M,SC,Comercial,"R$ 6.333,79",2021-11-16,Produto A,230
1706,Eduardo,39,M,MG,Comercial,"R$ 10.297,87",2024-05-18,Produto C,283
1707,Bruno,46,M,PE,Comercial,"R$ 6.082,84",2017-04-10,Produto B,178
1708,Laura,53,F,ES,Comercial,"R$ 8.346,11",2023-12-01,Produto C,70
1709,Daniela,26,M,GO,RH,"R$ 12.812,70",2017-03-19,Produto D,73
1710,Helena,59,F,GO,RH,"R$ 9.124,51",2017-08-09,Produto B,116
1711,Otávio,56,M,PR,Comercial,"R$ 13.077,40",2024-08-29,Produto C,213
1712,Helena,26,M,PE,Financeiro,"R$ 7.862,90",2024-08-10,Produto B,283
1713,Julia,64,M,ES,Comercial,"R$ 9.587,55",2023-02-07,Produto B,185
1714,Quésia,50,M,PE,Marketing,"R$ 11.636,97",2024-03-21,Produto D,59
1715,Carlos,34,F,SP,Operações,"R$ 12.984,29",2016-09-18,Produto D,9
1716,Tiago,25,F,MG,Comercial,"R$ 7.939,15",2019-05-18,Produto B,105
1717,Bruno,61,M,RS,Financeiro,"R$ 11.275,84",2022-06-21,Produto A,152
1718,Laura,43,M,PR,Financeiro,"R$ 6.484,69",2024-03-23,Produto B,86
1719,Gabriel,27,M,ES,Operações,"R$ 8.287,69",2018-06-23,Produto C,29
1720,Natália,56,F,MG,Financeiro,"R$ 13.967,15",2022-06-17,Produto B,164
1721,Eduardo,65,M,PE,Financeiro,"R$ 10.589,47",2020-10-14,Produto D,148
1722,Daniela,34,M,GO,Comercial,"R$ 7.172,50",2016-11-18,Produto C,288
1723,Helena,39,F,RJ,Comercial,"R$ 13.041,91",2016-06-21,Produto B,225
1724,Helena,23,F,RS,RH,"R$ 14.081,12",2018-11-01,Produto B,221
1725,Ana,29,M,MG,Financeiro,"R$ 13.842,56",2020-11-07,Produto C,187
1726,Ana,64,M,MG,Marketing,"R$ 2.868,42",2017-06-12,Produto D,163
1727,Bruno,56,F,RS,Operações,"R$ 7.578,53",2016-09-03,Produto D,33
1728,Carlos,22,M,GO,Financeiro,"R$ 7.690,25",2016-01-24,Produto A,235
1729,Gabriel,46,F,PR,Operações,"R$ 4.384,82",2024-10-02,Produto D,216
1730,Paula,64,F,SC,Operações,"R$ 12.646,77",2023-07-02,Produto D,73
1731,Kaique,42,M,RJ,TI,"R$ 14.746,44",2019-12-17,Produto B,27
1732,Carlos,33,M,PE,TI,"R$ 13.072,08",2024-09-07,Produto D,46
1733,Quésia,19,M,RJ,TI,"R$ 4.817,26",2022-06-09,Produto B,284
1734,Eduardo,28,M,GO,Marketing,"R$ 4.241,95",2022-08-08,Produto B,166
1735,Fernanda,24,M,SC,TI,"R$ 6.812,68",2017-09-07,Produto A,117
1736,Ana,61,F,RJ,RH,"R$ 6.961,09",2017-02-03,Produto D,90
1737,Fernanda,61,M,SC,TI,"R$ 13.979,00",2015-03-04,Produto B,201
1738,Tiago,30,F,PR,RH,"R$ 10.542,51",2023-12-08,Produto B,176
1739,Igor,18,M,PR,Operações,"R$ 4.541,38",2024-12-28,Produto B,146
1740,Carlos,55,M,ES,Operações,"R$ 6.514,96",2015-04-25,Produto B,165
1741,Carlos,22,F,MG,RH,"R$ 10.308,04",2019-12-04,Produto D,119
1742,Julia,31,M,ES,TI,"R$ 8.101,52",2020-04-30,Produto D,195
1743,Tiago,51,F,GO,Financeiro,"R$ 10.160,48",2022-02-24,Produto D,178
1744,Eduardo,33,F,RS,Marketing,"R$ 7.799,83",2021-11-20,Produto B,283
1745,Gabriel,53,F,MG,Financeiro,"R$ 9.655,27",2018-04-22,Produto C,66
1746,Igor,27,M,RJ,Financeiro,"R$ 12.295,40",2024-08-19,Produto C,118
1747,Eduardo,23,F,GO,Financeiro,"R$ 11.546,96",2020-09-08,Produto C,211
1748,Eduardo,45,F,BA,TI,"R$ 6.749,46",2020-10-10,Produto D,256
1749,Julia,62,M,SP,Comercial,"R$ 2.161,26",2020-09-21,Produto C,213
1750,Helena,45,M,MG,Operações,"R$ 5.922,93",2015-07-03,Produto B,110
1751,Helena,38,M,GO,Comercial,"R$ 9.497,25",2020-10-14,Produto D,236
1752,Ricardo,60,F,PR,Operações,"R$ 10.349,89",2019-11-14,Produto D,290
1753,Marcos,46,M,GO,Comercial,"R$ 4.025,94",2020-01-20,Produto C,35
1754,Kaique,44,M,SP,TI,"R$ 13.766,18",2019-12-18,Produto B,151
1755,Paula,21,F,ES,Marketing,"R$ 11.976,84",2017-03-31,Produto C,191
1756,Eduardo,24,M,SC,TI,"R$ 7.189,47",2020-07-16,Produto A,289
1757,Marcos,37,M,PE,Financeiro,"R$ 7.218,04",2018-12-25,Produto A,168
1758,Julia,48,F,SP,Operações,"R$ 11.246,95",2020-12-02,Produto A,231
1759,Fernanda,62,M,SP,Marketing,"R$ 5.872,88",2021-09-26,Produto C,279
1760,Marcos,56,F,SP,Financeiro,"R$ 12.689,13",2023-02-09,Produto D,87
1761,Marcos,26,M,RS,Financeiro,"R$ 11.419,09",2017-06-29,Produto D,92
1762,Fernanda,20,F,RJ,RH,"R$ 14.932,44",2016-07-14,Produto D,255
1763,Julia,60,M,GO,Operações,"R$ 7.978,00",2018-11-17,Produto B,223
1764,Fernanda,25,M,SC,Financeiro,"R$ 11.749,98",2021-06-10,Produto C,106
1765,Carlos,19,M,SP,TI,"R$ 10.755,52",2018-12-26,Produto D,182
1766,Otávio,64,F,BA,Comercial,"R$ 6.013,48",2015-01-09,Produto C,198
1767,Julia,64,F,BA,RH,"R$ 7.427,48",2021-11-14,Produto A,114
1768,Daniela,54,M,SC,Financeiro,"R$ 10.948,15",2020-04-06,Produto C,259
1769,Fernanda,36,M,SP,Financeiro,"R$ 5.955,78",2016-09-22,Produto C,262
1770,Quésia,47,F,RS,Financeiro,"R$ 4.351,32",2022-06-23,Produto C,226
1771,Tiago,61,F,SP,Marketing,"R$ 12.313,28",2020-06-17,Produto B,130
1772,Fernanda,20,M,PE,RH,"R$ 4.341,23",2018-11-20,Produto B,247
1773,Eduardo,62,F,RJ,Operações,"R$ 11.168,86",2021-10-20,Produto D,187
1774,Quésia,31,F,SP,RH,"R$ 4.002,09",2022-12-16,Produto A,114
1775,Kaique,35,M,RJ,Marketing,"R$ 10.088,60",2016-10-03,Produto C,187
1776,Bruno,50,M,GO,TI,"R$ 2.295,76",2015-07-03,Produto B,276
1777,Bruno,56,F,SP,Financeiro,"R$ 2.307,35",2017-02-20,Produto D,150
1778,Quésia,60,F,PE,Marketing,"R$ 8.216,64",2023-09-02,Produto D,47
1779,Otávio,65,F,ES,TI,"R$ 9.859,25",2022-01-11,Produto A,221
1780,Gabriel,24,M,BA,Operações,"R$ 9.788,43",2016-02-26,Produto C,261
1781,Quésia,37,F,PE,TI,"R$ 14.808,03",2019-05-15,Produto C,73
1782,Natália,52,F,SP,TI,"R$ 14.442,00",2024-07-13,Produto D,1
1783,Otávio,38,M,PR,TI,"R$ 13.520,51",2018-08-01,Produto D,32
1784,Marcos,47,F,SP,Marketing,"R$ 14.558,96",2019-03-05,Produto A,92
1785,Helena,52,M,SP,TI,"R$ 11.157,40",2024-09-24,Produto D,20
1786,Kaique,48,F,GO,Financeiro,"R$ 3.390,81",2022-11-10,Produto C,132
1787,Daniela,61,M,RJ,Operações,"R$ 6.692,42",2021-04-23,Produto D,158
1788,Ana,60,F,SC,Marketing,"R$ 8.131,05",2021-01-12,Produto C,109
1789,Tiago,58,F,PR,Comercial,"R$ 11.263,15",2022-09-04,Produto A,129
1790,Bruno,42,M,SC,Operações,"R$ 6.892,17",2016-12-10,Produto B,262
1791,Carlos,56,F,SC,TI,"R$ 4.992,57",2020-03-14,Produto A,225
1792,Kaique,54,F,PR,Financeiro,"R$ 6.783,66",2019-08-23,Produto B,84
1793,Paula,27,M,MG,RH,"R$ 4.747,23",2019-03-31,Produto A,298
1794,Helena,33,M,GO,Comercial,"R$ 3.061,58",2022-08-19,Produto B,225
1795,Paula,53,M,MG,Marketing,"R$ 11.380,07",2018-08-14,Produto B,216
1796,Carlos,21,F,SC,Operações,"R$ 7.426,84",2022-09-08,Produto C,209
1797,Ricardo,40,F,BA,TI,"R$ 4.614,87",2017-05-16,Produto C,41
1798,Sofia,50,M,SP,Comercial,"R$ 14.525,80",2023-09-20,Produto A,262
1799,Kaique,60,F,PE,Operações,"R$ 2.167,31",2018-02-03,Produto B,235
1800,Gabriel,48,M,GO,Financeiro,"R$ 12.138,34",2015-04-03,Produto D,211
1801,Eduardo,34,F,GO,Marketing,"R$ 5.648,37",2022-04-26,Produto A,291
1802,Sofia,27,M,RJ,Financeiro,"R$ 9.352,47",2022-09-08,Produto A,194
1803,Fernanda,20,M,SC,RH,"R$ 13.021,13",2021-10-19,Produto B,266
1804,Daniela,25,M,PR,RH,"R$ 11.291,88",2019-01-08,Produto A,135
1805,Ricardo,19,F,GO,Operações,"R$ 13.985,70",2020-07-22,Produto A,299
1806,Ana,48,M,ES,RH,"R$ 2.504,38",2018-09-21,Produto A,260
1807,Carlos,47,F,SC,Marketing,"R$ 8.638,19",2020-10-17,Produto B,283
1808,Otávio,22,F,GO,TI,"R$ 7.698,38",2020-10-30,Produto C,233
1809,Natália,22,M,SC,Comercial,"R$ 5.653,40",2020-10-30,Produto A,129
1810,Ana,20,M,MG,Comercial,"R$ 14.935,33",2022-09-29,Produto C,82
1811,Paula,28,F,GO,Financeiro,"R$ 11.974,30",2016-02-25,Produto D,247
1812,Quésia,31,F,SC,Marketing,"R$ 2.089,38",2018-01-18,Produto D,207
1813,Carlos,37,F,SC,Marketing,"R$ 3.080,08",2015-01-08,Produto C,46
1814,Ricardo,32,M,GO,Marketing,"R$ 7.311,71",2018-04-18,Produto D,81
1815,Fernanda,21,M,SC,Marketing,"R$ 14.311,91",2017-01-05,Produto C,102
1816,Igor,49,F,GO,Financeiro,"R$ 11.161,45",2022-01-21,Produto D,277
1817,Carlos,48,F,PR,Marketing,"R$ 4.649,89",2021-11-05,Produto C,207
1818,Sofia,31,M,GO,Marketing,"R$ 5.829,99",2018-06-05,Produto C,1
1819,Quésia,50,F,RJ,Marketing,"R$ 8.209,75",2015-04-14,Produto C,189
1820,Fernanda,47,F,SP,Financeiro,"R$ 7.983,31",2016-06-28,Produto C,114
1821,Bruno,34,M,SP,TI,"R$ 7.720,35",2020-09-20,Produto D,87
1822,Sofia,44,F,PE,RH,"R$ 14.018,86",2022-07-21,Produto B,275
1823,Paula,50,M,PE,RH,"R$ 5.378,15",2020-12-12,Produto D,281
1824,Carlos,62,F,SC,Financeiro,"R$ 2.806,34",2021-10-07,Produto C,253
1825,Otávio,35,F,ES,Marketing,"R$ 6.715,26",2024-10-08,Produto C,27
1826,Ricardo,25,F,SC,RH,"R$ 7.255,93",2018-04-19,Produto B,219
1827,Quésia,20,M,GO,Financeiro,"R$ 14.888,63",2017-08-09,Produto A,253
1828,Julia,56,M,PR,Comercial,"R$ 5.794,70",2015-11-13,Produto D,155
1829,Julia,51,F,ES,Operações,"R$ 11.603,07",2018-03-13,Produto A,59
1830,Marcos,57,F,PR,Marketing,"R$ 5.625,60",2016-07-12,Produto C,3
1831,Ricardo,40,F,SP,Financeiro,"R$ 6.333,30",2024-07-19,Produto A,248
1832,Natália,47,M,PE,Comercial,"R$ 11.203,96",2023-09-13,Produto D,220
1833,Fernanda,53,F,PR,RH,"R$ 13.826,53",2023-08-20,Produto C,198
1834,Tiago,33,F,RS,Comercial,"R$ 8.181,26",2021-05-12,Produto B,107
1835,Otávio,49,F,ES,Marketing,"R$ 2.815,60",2018-09-16,Produto D,141
1836,Ricardo,46,M,MG,Marketing,"R$ 4.595,96",2017-10-04,Produto C,73
1837,Kaique,38,M,PE,Financeiro,"R$ 2.439,01",2016-08-10,Produto B,122
1838,Tiago,56,F,ES,RH,"R$ 5.869,60",2019-03-28,Produto B,168
1839,Ricardo,54,F,RJ,Marketing,"R$ 10.816,73",2021-10-22,Produto B,224
1840,Carlos,61,F,MG,Comercial,"R$ 4.776,49",2022-09-11,Produto D,300
1841,Otávio,48,M,RS,RH,"R$ 7.345,32",2016-04-29,Produto B,139
1842,Paula,38,M,SC,Marketing,"R$ 12.925,03",2016-12-31,Produto D,257
1843,Laura,24,M,GO,Marketing,"R$ 7.282,66",2019-05-05,Produto A,242
1844,Paula,48,F,PE,Financeiro,"R$ 10.805,93",2017-09-09,Produto A,257
1845,Carlos,36,M,RJ,Marketing,"R$ 13.029,94",2019-10-10,Produto A,131
1846,Marcos,61,F,SP,Operações,"R$ 3.179,33",2017-01-29,Produto D,89
1847,Marcos,32,M,GO,Marketing,"R$ 13.319,98",2023-07-22,Produto D,292
1848,Quésia,47,M,PR,Operações,"R$ 8.509,90",2022-04-29,Produto B,137
1849,Kaique,52,M,PE,Operações,"R$ 9.607,51",2015-06-04,Produto A,298
1850,Natália,27,F,SC,Comercial,"R$ 5.234,61",2022-01-30,Produto B,156
1851,Igor,43,M,GO,RH,"R$ 6.175,80",2023-12-23,Produto B,98
1852,Paula,36,F,GO,RH,"R$ 4.897,59",2023-05-01,Produto A,167
1853,Igor,56,M,SP,Marketing,"R$ 6.645,02",2024-05-08,Produto B,33
1854,Laura,57,F,MG,Operações,"R$ 11.744,95",2015-12-18,Produto D,257
1855,Marcos,57,F,ES,TI,"R$ 9.976,91",2020-03-18,Produto B,289
1856,Carlos,38,M,RJ,Operações,"R$ 6.821,76",2015-03-21,Produto B,112
1857,Eduardo,29,M,GO,RH,"R$ 12.307,90",2016-04-17,Produto A,119
